"tissue","gsmid"
"blood","GSM2656380"
"blood","GSM2260547"
"blood","GSM2280170"
"blood","GSM2738153"
"blood","GSM3035533"
"blood","GSM2656262"
"blood","GSM1649748"
"blood","GSM2337521"
"blood","GSM2127957"
"blood","GSM3035842"
"blood","GSM2089992"
"blood","GSM2815255"
"blood","GSM2815020"
"blood","GSM3035612"
"blood","GSM1624853"
"blood","GSM2337497"
"blood","GSM1425481"
"blood","GSM2796264"
"blood","GSM3380797"
"blood","GSM2815624"
"blood","GSM2260513"
"blood","GSM1704996"
"blood","GSM2814122"
"blood","GSM3026752"
"blood","GSM2373084"
"blood","GSM2865188"
"blood","GSM2865108"
"blood","GSM1506287"
"blood","GSM2267983"
"blood","GSM2814668"
"blood","GSM2334075"
"blood","GSM2656244"
"blood","GSM2334573"
"blood","GSM2334609"
"blood","GSM3035758"
"blood","GSM1624855"
"blood","GSM2815447"
"blood","GSM2337580"
"blood","GSM2260709"
"blood","GSM3035702"
"blood","GSM2127934"
"blood","GSM2815493"
"blood","GSM3035813"
"blood","GSM2815371"
"blood","GSM2260666"
"blood","GSM2656334"
"blood","GSM2333955"
"blood","GSM2815605"
"blood","GSM2337560"
"blood","GSM1954494"
"blood","GSM2814342"
"blood","GSM2363615"
"blood","GSM2260677"
"blood","GSM2333926"
"blood","GSM3026740"
"blood","GSM2363880"
"blood","GSM1705052"
"blood","GSM2260624"
"blood","GSM3026718"
"blood","GSM2334526"
"blood","GSM3440758"
"blood","GSM3035527"
"blood","GSM2337379"
"blood","GSM2337378"
"blood","GSM2865085"
"blood","GSM2814951"
"blood","GSM2814186"
"blood","GSM2814959"
"blood","GSM2334473"
"blood","GSM2656227"
"blood","GSM2089991"
"blood","GSM2334169"
"blood","GSM3440604"
"blood","GSM3440538"
"blood","GSM2260519"
"blood","GSM2814595"
"blood","GSM2814606"
"blood","GSM2089985"
"blood","GSM3440443"
"blood","GSM2363735"
"blood","GSM2334274"
"blood","GSM2656274"
"blood","GSM2333924"
"blood","GSM2337284"
"blood","GSM2337596"
"blood","GSM2260661"
"blood","GSM2814064"
"blood","GSM3035678"
"blood","GSM2656184"
"blood","GSM1624864"
"blood","GSM3035585"
"blood","GSM2465214"
"blood","GSM2738175"
"blood","GSM2334151"
"blood","GSM1873636"
"blood","GSM2814569"
"blood","GSM2877355"
"blood","GSM2465192"
"blood","GSM2814646"
"blood","GSM2337418"
"blood","GSM3035779"
"blood","GSM2814416"
"blood","GSM2337416"
"blood","GSM2656413"
"blood","GSM2334334"
"blood","GSM1920370"
"blood","GSM2815469"
"blood","GSM2656348"
"blood","GSM2815481"
"blood","GSM2333909"
"blood","GSM1931533"
"blood","GSM2814395"
"blood","GSM3035501"
"blood","GSM2260611"
"blood","GSM2334281"
"blood","GSM1649784"
"blood","GSM2334454"
"blood","GSM2334614"
"blood","GSM2815116"
"blood","GSM2656201"
"blood","GSM3440410"
"blood","GSM3440599"
"blood","GSM2656288"
"blood","GSM2814724"
"blood","GSM2334243"
"blood","GSM2656377"
"blood","GSM3035536"
"blood","GSM2280166"
"blood","GSM3440514"
"blood","GSM2738243"
"blood","GSM2867888"
"blood","GSM2183282"
"blood","GSM2814429"
"blood","GSM3035505"
"blood","GSM2814650"
"blood","GSM1506385"
"blood","GSM2815063"
"blood","GSM2942855"
"blood","GSM1624842"
"blood","GSM2363887"
"blood","GSM2738146"
"blood","GSM2815611"
"blood","GSM2815628"
"blood","GSM2656293"
"blood","GSM2363868"
"blood","GSM1649777"
"blood","GSM3035706"
"blood","GSM2586466"
"blood","GSM2260480"
"blood","GSM2334449"
"blood","GSM3026652"
"blood","GSM2260726"
"blood","GSM3035425"
"blood","GSM2334326"
"blood","GSM2334058"
"blood","GSM3035656"
"blood","GSM2815244"
"blood","GSM2648841"
"blood","GSM2648875"
"blood","GSM3440721"
"blood","GSM2562835"
"blood","GSM2465153"
"blood","GSM1920380"
"blood","GSM1705031"
"blood","GSM2865106"
"blood","GSM2794391"
"blood","GSM1649776"
"blood","GSM2127930"
"blood","GSM2260640"
"blood","GSM3035472"
"blood","GSM3440434"
"blood","GSM2363754"
"blood","GSM2814401"
"blood","GSM3035465"
"blood","GSM2814591"
"blood","GSM3440504"
"blood","GSM2334340"
"blood","GSM2334391"
"blood","GSM2363805"
"blood","GSM1920379"
"blood","GSM3440629"
"blood","GSM2814480"
"blood","GSM3440594"
"blood","GSM2814425"
"blood","GSM2337256"
"blood","GSM2586415"
"blood","GSM2334332"
"blood","GSM2336889"
"blood","GSM2337345"
"blood","GSM3440395"
"blood","GSM1506530"
"blood","GSM1425505"
"blood","GSM3026687"
"blood","GSM2337342"
"blood","GSM2814457"
"blood","GSM2814075"
"blood","GSM2337505"
"blood","GSM2814874"
"blood","GSM2562910"
"blood","GSM2814967"
"blood","GSM2334543"
"blood","GSM2738198"
"blood","GSM2814181"
"blood","GSM3026736"
"blood","GSM3026796"
"blood","GSM2865190"
"blood","GSM1506321"
"blood","GSM3035548"
"blood","GSM2337590"
"blood","GSM3026661"
"blood","GSM2814193"
"blood","GSM2738273"
"blood","GSM2334081"
"blood","GSM2334005"
"blood","GSM2363786"
"blood","GSM2333928"
"blood","GSM2656175"
"blood","GSM2089957"
"blood","GSM2815090"
"blood","GSM2363854"
"blood","GSM2814730"
"blood","GSM3035957"
"blood","GSM2814244"
"blood","GSM2337451"
"blood","GSM2334008"
"blood","GSM2738258"
"blood","GSM3440361"
"blood","GSM1920460"
"blood","GSM2337392"
"blood","GSM2334309"
"blood","GSM2334279"
"blood","GSM3026737"
"blood","GSM2268006"
"blood","GSM1506439"
"blood","GSM1649740"
"blood","GSM3440382"
"blood","GSM3035511"
"blood","GSM3035828"
"blood","GSM3035434"
"blood","GSM3035645"
"blood","GSM2337483"
"blood","GSM2337516"
"blood","GSM1506557"
"blood","GSM2814565"
"blood","GSM3026617"
"blood","GSM2334443"
"blood","GSM2814166"
"blood","GSM3440397"
"blood","GSM2814364"
"blood","GSM1931529"
"blood","GSM2334580"
"blood","GSM2738281"
"blood","GSM1649745"
"blood","GSM2363836"
"blood","GSM1920455"
"blood","GSM2562831"
"blood","GSM2562804"
"blood","GSM3026686"
"blood","GSM2334522"
"blood","GSM2337318"
"blood","GSM2814267"
"blood","GSM3026725"
"blood","GSM2815618"
"blood","GSM2815192"
"blood","GSM2334290"
"blood","GSM2814366"
"blood","GSM3035418"
"blood","GSM2127939"
"blood","GSM2656254"
"blood","GSM2814217"
"blood","GSM2334304"
"blood","GSM3045534"
"blood","GSM2865094"
"blood","GSM2814501"
"blood","GSM1649819"
"blood","GSM2127918"
"blood","GSM3035894"
"blood","GSM2867795"
"blood","GSM2337425"
"blood","GSM3035509"
"blood","GSM3026765"
"blood","GSM2867896"
"blood","GSM2337609"
"blood","GSM2770890"
"blood","GSM2562799"
"blood","GSM2770864"
"blood","GSM2336861"
"blood","GSM2814964"
"blood","GSM2337439"
"blood","GSM3035715"
"blood","GSM2814100"
"blood","GSM2334478"
"blood","GSM2815643"
"blood","GSM2738169"
"blood","GSM3440370"
"blood","GSM2363569"
"blood","GSM2814121"
"blood","GSM1705022"
"blood","GSM3035684"
"blood","GSM2814096"
"blood","GSM2656182"
"blood","GSM2260612"
"blood","GSM2337355"
"blood","GSM2815491"
"blood","GSM3035470"
"blood","GSM2562718"
"blood","GSM1920385"
"blood","GSM2814631"
"blood","GSM3026717"
"blood","GSM2280164"
"blood","GSM2867843"
"blood","GSM2333947"
"blood","GSM2334259"
"blood","GSM2656349"
"blood","GSM2363851"
"blood","GSM2334549"
"blood","GSM2815103"
"blood","GSM1954502"
"blood","GSM2260608"
"blood","GSM1832677"
"blood","GSM3035461"
"blood","GSM2334557"
"blood","GSM2815595"
"blood","GSM2260671"
"blood","GSM3035667"
"blood","GSM2260618"
"blood","GSM2333981"
"blood","GSM3035803"
"blood","GSM2814145"
"blood","GSM2814085"
"blood","GSM2334270"
"blood","GSM2814858"
"blood","GSM2865193"
"blood","GSM3026712"
"blood","GSM2814798"
"blood","GSM2334343"
"blood","GSM2562700"
"blood","GSM2562878"
"blood","GSM3035458"
"blood","GSM2814846"
"blood","GSM2738270"
"blood","GSM2814678"
"blood","GSM2815190"
"blood","GSM2562702"
"blood","GSM3026692"
"blood","GSM2814310"
"blood","GSM2814902"
"blood","GSM2648879"
"blood","GSM3035889"
"blood","GSM3035733"
"blood","GSM2814230"
"blood","GSM2333998"
"blood","GSM2260599"
"blood","GSM3035961"
"blood","GSM2942828"
"blood","GSM2814526"
"blood","GSM2815311"
"blood","GSM2260535"
"blood","GSM2260690"
"blood","GSM2089933"
"blood","GSM2815548"
"blood","GSM2337356"
"blood","GSM2656248"
"blood","GSM2867783"
"blood","GSM2363733"
"blood","GSM2814895"
"blood","GSM2260603"
"blood","GSM2465251"
"blood","GSM2738213"
"blood","GSM2814378"
"blood","GSM2815536"
"blood","GSM1425720"
"blood","GSM2334172"
"blood","GSM2815519"
"blood","GSM2815178"
"blood","GSM2336865"
"blood","GSM3035850"
"blood","GSM1920375"
"blood","GSM2656290"
"blood","GSM2363703"
"blood","GSM2815480"
"blood","GSM2815456"
"blood","GSM2738239"
"blood","GSM2815385"
"blood","GSM2815449"
"blood","GSM2814566"
"blood","GSM2814621"
"blood","GSM3035943"
"blood","GSM3035834"
"blood","GSM2363834"
"blood","GSM3026748"
"blood","GSM2656210"
"blood","GSM2334100"
"blood","GSM2337528"
"blood","GSM3035540"
"blood","GSM2337411"
"blood","GSM2814169"
"blood","GSM2363721"
"blood","GSM2465252"
"blood","GSM2656231"
"blood","GSM1506364"
"blood","GSM2562817"
"blood","GSM3380796"
"blood","GSM2337380"
"blood","GSM2337576"
"blood","GSM2562884"
"blood","GSM2562751"
"blood","GSM2127949"
"blood","GSM2815299"
"blood","GSM2815154"
"blood","GSM3440572"
"blood","GSM1506482"
"blood","GSM2815172"
"blood","GSM3035968"
"blood","GSM2334192"
"blood","GSM2815170"
"blood","GSM2363810"
"blood","GSM2337344"
"blood","GSM2089980"
"blood","GSM2562922"
"blood","GSM2363714"
"blood","GSM2815499"
"blood","GSM2363730"
"blood","GSM1920381"
"blood","GSM3380761"
"blood","GSM2814089"
"blood","GSM2656376"
"blood","GSM3035543"
"blood","GSM3045523"
"blood","GSM2260721"
"blood","GSM2562874"
"blood","GSM1506457"
"blood","GSM2814834"
"blood","GSM2334572"
"blood","GSM2656195"
"blood","GSM1425749"
"blood","GSM3045501"
"blood","GSM2656303"
"blood","GSM2260564"
"blood","GSM3035490"
"blood","GSM2814997"
"blood","GSM2867861"
"blood","GSM2656296"
"blood","GSM2815452"
"blood","GSM2337257"
"blood","GSM2334261"
"blood","GSM2334241"
"blood","GSM2337396"
"blood","GSM2796275"
"blood","GSM2363679"
"blood","GSM2815679"
"blood","GSM2363890"
"blood","GSM2465242"
"blood","GSM2334264"
"blood","GSM2815434"
"blood","GSM2337278"
"blood","GSM2796266"
"blood","GSM2815122"
"blood","GSM1338100"
"blood","GSM2260722"
"blood","GSM2738295"
"blood","GSM1705005"
"blood","GSM1920411"
"blood","GSM2814556"
"blood","GSM1848065"
"blood","GSM3035816"
"blood","GSM2586465"
"blood","GSM1920454"
"blood","GSM2363746"
"blood","GSM3035560"
"blood","GSM1506383"
"blood","GSM2337478"
"blood","GSM2260522"
"blood","GSM3026710"
"blood","GSM1920448"
"blood","GSM3035829"
"blood","GSM2656385"
"blood","GSM2363689"
"blood","GSM2334254"
"blood","GSM2337303"
"blood","GSM2363586"
"blood","GSM3035541"
"blood","GSM2815152"
"blood","GSM3026709"
"blood","GSM2267986"
"blood","GSM2260675"
"blood","GSM2333927"
"blood","GSM1649821"
"blood","GSM2260503"
"blood","GSM1506470"
"blood","GSM2337491"
"blood","GSM3035692"
"blood","GSM1425683"
"blood","GSM2648835"
"blood","GSM2260630"
"blood","GSM2363745"
"blood","GSM3026673"
"blood","GSM3035952"
"blood","GSM2465270"
"blood","GSM2260658"
"blood","GSM2363776"
"blood","GSM2334148"
"blood","GSM2333923"
"blood","GSM2815284"
"blood","GSM2814167"
"blood","GSM2814903"
"blood","GSM3440523"
"blood","GSM2127916"
"blood","GSM2815017"
"blood","GSM2260484"
"blood","GSM2815562"
"blood","GSM3026620"
"blood","GSM3026649"
"blood","GSM2815057"
"blood","GSM2515118"
"blood","GSM2260623"
"blood","GSM2814821"
"blood","GSM3035904"
"blood","GSM2515103"
"blood","GSM2089974"
"blood","GSM2260678"
"blood","GSM2334507"
"blood","GSM2656205"
"blood","GSM3035454"
"blood","GSM2815483"
"blood","GSM3035858"
"blood","GSM1622775"
"blood","GSM2337515"
"blood","GSM2562769"
"blood","GSM2815575"
"blood","GSM1506278"
"blood","GSM2337607"
"blood","GSM2334047"
"blood","GSM2814291"
"blood","GSM2815622"
"blood","GSM2656230"
"blood","GSM3035970"
"blood","GSM2363758"
"blood","GSM2815362"
"blood","GSM2815487"
"blood","GSM2814283"
"blood","GSM2814400"
"blood","GSM2260638"
"blood","GSM1920382"
"blood","GSM2337268"
"blood","GSM2127945"
"blood","GSM2363845"
"blood","GSM2814281"
"blood","GSM2337527"
"blood","GSM2738223"
"blood","GSM1506335"
"blood","GSM2183289"
"blood","GSM2333943"
"blood","GSM2814578"
"blood","GSM2333967"
"blood","GSM2337386"
"blood","GSM2815541"
"blood","GSM2815617"
"blood","GSM3440336"
"blood","GSM2648878"
"blood","GSM2814340"
"blood","GSM2333929"
"blood","GSM3035521"
"blood","GSM2334617"
"blood","GSM2814539"
"blood","GSM2562721"
"blood","GSM3440670"
"blood","GSM2814452"
"blood","GSM1506533"
"blood","GSM3440690"
"blood","GSM2337519"
"blood","GSM2867821"
"blood","GSM3035695"
"blood","GSM3440343"
"blood","GSM2814992"
"blood","GSM3440601"
"blood","GSM2090039"
"blood","GSM1920377"
"blood","GSM2337286"
"blood","GSM2867873"
"blood","GSM2363833"
"blood","GSM2814978"
"blood","GSM2738248"
"blood","GSM2867777"
"blood","GSM2260490"
"blood","GSM2333951"
"blood","GSM2648851"
"blood","GSM2260526"
"blood","GSM2814947"
"blood","GSM2089956"
"blood","GSM3440783"
"blood","GSM2334170"
"blood","GSM3440353"
"blood","GSM1506393"
"blood","GSM2280171"
"blood","GSM3026665"
"blood","GSM2334310"
"blood","GSM2127911"
"blood","GSM1649766"
"blood","GSM2738284"
"blood","GSM1920405"
"blood","GSM2814729"
"blood","GSM2865114"
"blood","GSM3026741"
"blood","GSM2260531"
"blood","GSM3035821"
"blood","GSM1506559"
"blood","GSM2815585"
"blood","GSM2334069"
"blood","GSM2334253"
"blood","GSM2865125"
"blood","GSM2562867"
"blood","GSM2815453"
"blood","GSM3440784"
"blood","GSM2334025"
"blood","GSM2337612"
"blood","GSM3026720"
"blood","GSM2562774"
"blood","GSM2815327"
"blood","GSM2867848"
"blood","GSM2815094"
"blood","GSM2562768"
"blood","GSM2814608"
"blood","GSM3035558"
"blood","GSM2815022"
"blood","GSM1506376"
"blood","GSM2260496"
"blood","GSM1506288"
"blood","GSM2337360"
"blood","GSM2815532"
"blood","GSM2738170"
"blood","GSM2260505"
"blood","GSM2363774"
"blood","GSM3026773"
"blood","GSM2770866"
"blood","GSM2334408"
"blood","GSM3035761"
"blood","GSM3035430"
"blood","GSM1506582"
"blood","GSM2334372"
"blood","GSM2334002"
"blood","GSM2815184"
"blood","GSM3380788"
"blood","GSM2562744"
"blood","GSM2337242"
"blood","GSM3440672"
"blood","GSM3026745"
"blood","GSM2815430"
"blood","GSM2089955"
"blood","GSM1705067"
"blood","GSM2515113"
"blood","GSM2127962"
"blood","GSM2815582"
"blood","GSM2465227"
"blood","GSM2867863"
"blood","GSM2337300"
"blood","GSM2334262"
"blood","GSM2337332"
"blood","GSM2815500"
"blood","GSM2334147"
"blood","GSM2333985"
"blood","GSM2815175"
"blood","GSM2183273"
"blood","GSM2363687"
"blood","GSM1649741"
"blood","GSM3026781"
"blood","GSM3026793"
"blood","GSM2815602"
"blood","GSM2815576"
"blood","GSM2337389"
"blood","GSM2337258"
"blood","GSM2337470"
"blood","GSM2814665"
"blood","GSM3035632"
"blood","GSM2815631"
"blood","GSM2814741"
"blood","GSM2337523"
"blood","GSM2562911"
"blood","GSM2796287"
"blood","GSM3035809"
"blood","GSM2656232"
"blood","GSM2814683"
"blood","GSM2815535"
"blood","GSM2334456"
"blood","GSM2363611"
"blood","GSM1506465"
"blood","GSM2815201"
"blood","GSM2562851"
"blood","GSM2260692"
"blood","GSM2337055"
"blood","GSM2562879"
"blood","GSM3440756"
"blood","GSM2465216"
"blood","GSM2656267"
"blood","GSM3035897"
"blood","GSM1649758"
"blood","GSM3035563"
"blood","GSM2363870"
"blood","GSM2363839"
"blood","GSM2260614"
"blood","GSM2815665"
"blood","GSM2562908"
"blood","GSM2260506"
"blood","GSM2562814"
"blood","GSM2334295"
"blood","GSM2865156"
"blood","GSM2815563"
"blood","GSM2562704"
"blood","GSM2648881"
"blood","GSM2815524"
"blood","GSM2334186"
"blood","GSM2363547"
"blood","GSM3045522"
"blood","GSM2815572"
"blood","GSM2260556"
"blood","GSM1705055"
"blood","GSM2814926"
"blood","GSM2815118"
"blood","GSM3026703"
"blood","GSM2334386"
"blood","GSM2867787"
"blood","GSM2334109"
"blood","GSM2814705"
"blood","GSM1506529"
"blood","GSM2815194"
"blood","GSM1425502"
"blood","GSM2337520"
"blood","GSM2586424"
"blood","GSM2337513"
"blood","GSM2814420"
"blood","GSM2334563"
"blood","GSM3035792"
"blood","GSM2815155"
"blood","GSM2562762"
"blood","GSM2656177"
"blood","GSM2562734"
"blood","GSM3380764"
"blood","GSM2337462"
"blood","GSM3035689"
"blood","GSM2562916"
"blood","GSM2814976"
"blood","GSM1649822"
"blood","GSM2334127"
"blood","GSM2337619"
"blood","GSM3026633"
"blood","GSM2280181"
"blood","GSM2738238"
"blood","GSM1920446"
"blood","GSM2815223"
"blood","GSM1624839"
"blood","GSM2363627"
"blood","GSM2334339"
"blood","GSM2562857"
"blood","GSM3035818"
"blood","GSM3267082"
"blood","GSM3026767"
"blood","GSM2337306"
"blood","GSM3035402"
"blood","GSM2562794"
"blood","GSM3440567"
"blood","GSM2815580"
"blood","GSM3035748"
"blood","GSM2333913"
"blood","GSM3026771"
"blood","GSM2465205"
"blood","GSM2814202"
"blood","GSM2865189"
"blood","GSM2334282"
"blood","GSM2656424"
"blood","GSM2260665"
"blood","GSM2814640"
"blood","GSM2814446"
"blood","GSM3035609"
"blood","GSM2942829"
"blood","GSM2260673"
"blood","GSM2260508"
"blood","GSM2814161"
"blood","GSM2814698"
"blood","GSM2267979"
"blood","GSM2815202"
"blood","GSM2738210"
"blood","GSM2815507"
"blood","GSM2814577"
"blood","GSM2334629"
"blood","GSM2865192"
"blood","GSM3035811"
"blood","GSM2363809"
"blood","GSM2562927"
"blood","GSM3035637"
"blood","GSM2865098"
"blood","GSM2260552"
"blood","GSM1705030"
"blood","GSM3035578"
"blood","GSM2337373"
"blood","GSM2334248"
"blood","GSM2260681"
"blood","GSM2867793"
"blood","GSM3440491"
"blood","GSM2738165"
"blood","GSM3035414"
"blood","GSM3035644"
"blood","GSM3035627"
"blood","GSM2363813"
"blood","GSM2260494"
"blood","GSM2334154"
"blood","GSM2738253"
"blood","GSM2334551"
"blood","GSM3440545"
"blood","GSM2814835"
"blood","GSM3035621"
"blood","GSM2363881"
"blood","GSM2337531"
"blood","GSM3035676"
"blood","GSM1506378"
"blood","GSM2260604"
"blood","GSM2363785"
"blood","GSM2814178"
"blood","GSM1506282"
"blood","GSM3440787"
"blood","GSM2465269"
"blood","GSM2334566"
"blood","GSM2562771"
"blood","GSM2336878"
"blood","GSM2738141"
"blood","GSM2334311"
"blood","GSM2814405"
"blood","GSM2562837"
"blood","GSM2656295"
"blood","GSM2656423"
"blood","GSM2814052"
"blood","GSM3440401"
"blood","GSM2337246"
"blood","GSM3035930"
"blood","GSM2815486"
"blood","GSM2260493"
"blood","GSM1338102"
"blood","GSM2260483"
"blood","GSM2334178"
"blood","GSM1622774"
"blood","GSM2515115"
"blood","GSM2334004"
"blood","GSM2562781"
"blood","GSM2814739"
"blood","GSM2337436"
"blood","GSM2865117"
"blood","GSM2814218"
"blood","GSM2814811"
"blood","GSM2815428"
"blood","GSM2337279"
"blood","GSM2867897"
"blood","GSM3035424"
"blood","GSM2562810"
"blood","GSM1848082"
"blood","GSM2867890"
"blood","GSM1705053"
"blood","GSM3440700"
"blood","GSM2815517"
"blood","GSM2814648"
"blood","GSM1506386"
"blood","GSM2337311"
"blood","GSM2260693"
"blood","GSM3440696"
"blood","GSM1624848"
"blood","GSM3440454"
"blood","GSM2814282"
"blood","GSM2814748"
"blood","GSM3035940"
"blood","GSM2334083"
"blood","GSM3440340"
"blood","GSM2363579"
"blood","GSM1506515"
"blood","GSM2334569"
"blood","GSM2334070"
"blood","GSM3440640"
"blood","GSM2814893"
"blood","GSM2738227"
"blood","GSM2337393"
"blood","GSM2337331"
"blood","GSM3035596"
"blood","GSM3035441"
"blood","GSM2337443"
"blood","GSM3045529"
"blood","GSM2334503"
"blood","GSM2268004"
"blood","GSM2333956"
"blood","GSM2562826"
"blood","GSM2656265"
"blood","GSM2770888"
"blood","GSM3440466"
"blood","GSM1931524"
"blood","GSM2815153"
"blood","GSM3440425"
"blood","GSM2334113"
"blood","GSM2562820"
"blood","GSM2815506"
"blood","GSM2260662"
"blood","GSM3035518"
"blood","GSM2334499"
"blood","GSM2337424"
"blood","GSM3035764"
"blood","GSM2337365"
"blood","GSM2363658"
"blood","GSM2815149"
"blood","GSM3440311"
"blood","GSM3035690"
"blood","GSM2337543"
"blood","GSM2089976"
"blood","GSM2865178"
"blood","GSM1832672"
"blood","GSM2814761"
"blood","GSM2337434"
"blood","GSM2260695"
"blood","GSM2337282"
"blood","GSM2815689"
"blood","GSM2363860"
"blood","GSM2815340"
"blood","GSM2334039"
"blood","GSM1624830"
"blood","GSM2260633"
"blood","GSM3026783"
"blood","GSM2656391"
"blood","GSM2814125"
"blood","GSM1920352"
"blood","GSM1506493"
"blood","GSM2280174"
"blood","GSM2815315"
"blood","GSM3035605"
"blood","GSM3440439"
"blood","GSM2127937"
"blood","GSM2814747"
"blood","GSM2814451"
"blood","GSM3035443"
"blood","GSM2465238"
"blood","GSM2815374"
"blood","GSM2090055"
"blood","GSM2363609"
"blood","GSM2260625"
"blood","GSM3035934"
"blood","GSM2363822"
"blood","GSM2363734"
"blood","GSM2334181"
"blood","GSM2334177"
"blood","GSM3035624"
"blood","GSM2814292"
"blood","GSM2562754"
"blood","GSM3440502"
"blood","GSM1873621"
"blood","GSM2562722"
"blood","GSM2363676"
"blood","GSM2562714"
"blood","GSM2337357"
"blood","GSM2814980"
"blood","GSM2334175"
"blood","GSM2337539"
"blood","GSM2333920"
"blood","GSM3035791"
"blood","GSM2815281"
"blood","GSM2815454"
"blood","GSM3035593"
"blood","GSM3035966"
"blood","GSM2090006"
"blood","GSM2333963"
"blood","GSM2260507"
"blood","GSM2090011"
"blood","GSM2562865"
"blood","GSM2738143"
"blood","GSM2337354"
"blood","GSM2465215"
"blood","GSM1846442"
"blood","GSM2337575"
"blood","GSM2127920"
"blood","GSM1649791"
"blood","GSM1920440"
"blood","GSM2363741"
"blood","GSM2586436"
"blood","GSM2337565"
"blood","GSM2814226"
"blood","GSM2814212"
"blood","GSM2815699"
"blood","GSM1920434"
"blood","GSM2267989"
"blood","GSM2562724"
"blood","GSM3440728"
"blood","GSM2814345"
"blood","GSM1624856"
"blood","GSM2942848"
"blood","GSM3026707"
"blood","GSM2465202"
"blood","GSM2334368"
"blood","GSM2656266"
"blood","GSM2268000"
"blood","GSM2363629"
"blood","GSM3035526"
"blood","GSM2334294"
"blood","GSM1617041"
"blood","GSM2738195"
"blood","GSM3035611"
"blood","GSM2656368"
"blood","GSM1649743"
"blood","GSM2814302"
"blood","GSM1649749"
"blood","GSM3380789"
"blood","GSM2656277"
"blood","GSM2562706"
"blood","GSM2334263"
"blood","GSM2363613"
"blood","GSM2814944"
"blood","GSM2586469"
"blood","GSM2814516"
"blood","GSM2090029"
"blood","GSM3026644"
"blood","GSM2334452"
"blood","GSM3440592"
"blood","GSM2465260"
"blood","GSM2260581"
"blood","GSM3035895"
"blood","GSM2586446"
"blood","GSM2562737"
"blood","GSM3440365"
"blood","GSM2648844"
"blood","GSM3045498"
"blood","GSM3440686"
"blood","GSM2814469"
"blood","GSM2515104"
"blood","GSM2814491"
"blood","GSM2334561"
"blood","GSM3035507"
"blood","GSM2334080"
"blood","GSM1920351"
"blood","GSM2334054"
"blood","GSM2815445"
"blood","GSM2648834"
"blood","GSM2267995"
"blood","GSM2815501"
"blood","GSM1649770"
"blood","GSM2334052"
"blood","GSM2656186"
"blood","GSM1624866"
"blood","GSM3035508"
"blood","GSM1506503"
"blood","GSM1649793"
"blood","GSM2815332"
"blood","GSM2867774"
"blood","GSM2465158"
"blood","GSM3026638"
"blood","GSM3026716"
"blood","GSM2260536"
"blood","GSM2260518"
"blood","GSM3035909"
"blood","GSM2127943"
"blood","GSM2260512"
"blood","GSM2814339"
"blood","GSM2089925"
"blood","GSM2656294"
"blood","GSM1920414"
"blood","GSM2333994"
"blood","GSM2814318"
"blood","GSM2334101"
"blood","GSM2814896"
"blood","GSM3026648"
"blood","GSM2260530"
"blood","GSM2815686"
"blood","GSM1506417"
"blood","GSM2334575"
"blood","GSM2648867"
"blood","GSM2562716"
"blood","GSM2586437"
"blood","GSM2815705"
"blood","GSM2260686"
"blood","GSM2515125"
"blood","GSM3440329"
"blood","GSM2814208"
"blood","GSM2814666"
"blood","GSM2738294"
"blood","GSM2815484"
"blood","GSM2807735"
"blood","GSM2656404"
"blood","GSM3035573"
"blood","GSM2562847"
"blood","GSM3380792"
"blood","GSM2867808"
"blood","GSM2267978"
"blood","GSM2814382"
"blood","GSM1425561"
"blood","GSM2738290"
"blood","GSM2814692"
"blood","GSM2334585"
"blood","GSM1649780"
"blood","GSM2363750"
"blood","GSM2865186"
"blood","GSM2648877"
"blood","GSM2815325"
"blood","GSM2814917"
"blood","GSM2562836"
"blood","GSM3440537"
"blood","GSM2334444"
"blood","GSM2815470"
"blood","GSM2260626"
"blood","GSM2337495"
"blood","GSM3440657"
"blood","GSM2337610"
"blood","GSM1873647"
"blood","GSM2656316"
"blood","GSM2334359"
"blood","GSM3035469"
"blood","GSM2814801"
"blood","GSM2363561"
"blood","GSM2815061"
"blood","GSM3440389"
"blood","GSM2363760"
"blood","GSM1847997"
"blood","GSM3440535"
"blood","GSM2656207"
"blood","GSM2334460"
"blood","GSM2814522"
"blood","GSM2815369"
"blood","GSM2334046"
"blood","GSM3035671"
"blood","GSM2814932"
"blood","GSM2656299"
"blood","GSM2814534"
"blood","GSM2738299"
"blood","GSM2815018"
"blood","GSM2337274"
"blood","GSM3035442"
"blood","GSM2260509"
"blood","GSM2814899"
"blood","GSM2334238"
"blood","GSM3045519"
"blood","GSM3440610"
"blood","GSM2363711"
"blood","GSM2656414"
"blood","GSM2562784"
"blood","GSM2814132"
"blood","GSM2815400"
"blood","GSM1622780"
"blood","GSM1338115"
"blood","GSM2465184"
"blood","GSM2796272"
"blood","GSM2867876"
"blood","GSM2334102"
"blood","GSM2363874"
"blood","GSM2815323"
"blood","GSM3440730"
"blood","GSM2337474"
"blood","GSM2562815"
"blood","GSM3026618"
"blood","GSM3035455"
"blood","GSM2796257"
"blood","GSM2814149"
"blood","GSM2363759"
"blood","GSM2815039"
"blood","GSM2814108"
"blood","GSM2738289"
"blood","GSM3026642"
"blood","GSM2333977"
"blood","GSM2337499"
"blood","GSM2090023"
"blood","GSM2815657"
"blood","GSM2337326"
"blood","GSM1425656"
"blood","GSM3035686"
"blood","GSM2337408"
"blood","GSM1506455"
"blood","GSM3035728"
