"tissue","gsmid"
"nasal","GSM2943086"
"nasal","GSM2943096"
"nasal","GSM1588384"
"nasal","GSM2789632"
"nasal","GSM1588346"
"nasal","GSM1588376"
"nasal","GSM1588353"
"nasal","GSM2789634"
"nasal","GSM2711273"
"nasal","GSM2943094"
"nasal","GSM2711306"
"nasal","GSM2943088"
"nasal","GSM1588378"
"nasal","GSM1588412"
"nasal","GSM2943087"
"nasal","GSM2943080"
"nasal","GSM1588368"
"nasal","GSM2789643"
"nasal","GSM2943108"
"nasal","GSM2943117"
"nasal","GSM2711265"
"nasal","GSM2789620"
"nasal","GSM1588367"
"nasal","GSM2943092"
"nasal","GSM2789628"
"nasal","GSM1588363"
"nasal","GSM2711291"
"nasal","GSM2943107"
"nasal","GSM2943091"
"nasal","GSM1588403"
"nasal","GSM2943102"
"nasal","GSM1588410"
"nasal","GSM2943090"
"nasal","GSM2711282"
"nasal","GSM2789645"
"nasal","GSM1588361"
"nasal","GSM2943068"
"nasal","GSM1588389"
"nasal","GSM2943115"
"nasal","GSM2711267"
"nasal","GSM1588392"
"nasal","GSM2943111"
"nasal","GSM2711288"
"nasal","GSM2943073"
"nasal","GSM1588348"
"nasal","GSM2943106"
"nasal","GSM2711304"
"nasal","GSM2943120"
"nasal","GSM2711302"
"nasal","GSM1588345"
"nasal","GSM1588398"
"nasal","GSM2711268"
"nasal","GSM2789644"
"nasal","GSM2943121"
"nasal","GSM1588391"
"nasal","GSM2711292"
"nasal","GSM2711297"
"nasal","GSM1588409"
"nasal","GSM1588404"
"nasal","GSM1588344"
"nasal","GSM2711287"
"nasal","GSM2943093"
"nasal","GSM2943112"
"nasal","GSM2943110"
"nasal","GSM1588390"
"nasal","GSM2943123"
"nasal","GSM2943114"
"nasal","GSM2789622"
"nasal","GSM2943074"
"nasal","GSM1588364"
"nasal","GSM2789641"
"nasal","GSM2711299"
"nasal","GSM2943075"
"nasal","GSM2789636"
"nasal","GSM2789626"
"nasal","GSM2711294"
"nasal","GSM2943084"
"nasal","GSM2789619"
"nasal","GSM1588393"
"nasal","GSM1588408"
"nasal","GSM2943076"
"nasal","GSM2711262"
"nasal","GSM2711264"
"nasal","GSM1588373"
"nasal","GSM2943113"
"nasal","GSM2943079"
"nasal","GSM2711274"
"nasal","GSM2943069"
"nasal","GSM2943071"
"nasal","GSM2943078"
"nasal","GSM2943118"
"nasal","GSM2789608"
"nasal","GSM2943085"
"nasal","GSM2789633"
"nasal","GSM2711308"
"nasal","GSM2711300"
"nasal","GSM1588362"
"nasal","GSM1588388"
"nasal","GSM1588359"
"nasal","GSM2943100"
"nasal","GSM2711284"
"nasal","GSM2711298"
"nasal","GSM2943095"
"nasal","GSM1588385"
"nasal","GSM2711283"
"nasal","GSM1588379"
"nasal","GSM2711266"
"nasal","GSM1588355"
"nasal","GSM2789625"
"nasal","GSM2943072"
"nasal","GSM2711278"
"nasal","GSM1588383"
"nasal","GSM2943097"
"nasal","GSM2789610"
"nasal","GSM1588352"
"nasal","GSM1588400"
"nasal","GSM1588372"
"nasal","GSM1588411"
"nasal","GSM2943070"
"nasal","GSM2711295"
"nasal","GSM1588381"
"nasal","GSM1588351"
"nasal","GSM1588354"
"nasal","GSM1588407"
"nasal","GSM2711281"
"nasal","GSM1588396"
"nasal","GSM2943109"
"nasal","GSM1588387"
"nasal","GSM2943116"
"nasal","GSM1588360"
"nasal","GSM2711293"
"nasal","GSM2711301"
"nasal","GSM2789607"
"nasal","GSM2711290"
"nasal","GSM1588366"
"nasal","GSM1588380"
"nasal","GSM1588356"
"nasal","GSM2711305"
"nasal","GSM2943104"
"nasal","GSM2943082"
"nasal","GSM2943119"
"nasal","GSM2711272"
"nasal","GSM1588357"
"nasal","GSM2711276"
"nasal","GSM2943099"
"nasal","GSM2789617"
"nasal","GSM1588382"
"nasal","GSM2943098"
"nasal","GSM1588342"
"nasal","GSM1588402"
"nasal","GSM1588399"
"nasal","GSM1588349"
"nasal","GSM2943077"
"nasal","GSM1588347"
"nasal","GSM1588365"
"nasal","GSM2943083"
"nasal","GSM1588377"
"nasal","GSM1588406"
"nasal","GSM2943101"
"nasal","GSM2711307"
"nasal","GSM1588397"
"nasal","GSM2711289"
"nasal","GSM2711261"
"nasal","GSM2711296"
"nasal","GSM2943122"
"nasal","GSM2711286"
"nasal","GSM1588370"
"nasal","GSM2943089"
"nasal","GSM1588371"
"nasal","GSM1588394"
"nasal","GSM2711275"
"nasal","GSM2711277"
"nasal","GSM1588386"
"nasal","GSM1588341"
"nasal","GSM2711303"
"nasal","GSM2943105"
"nasal","GSM1588375"
"nasal","GSM2711280"
"nasal","GSM1588405"
"nasal","GSM2711271"
"nasal","GSM1588401"
"nasal","GSM2711279"
"nasal","GSM2943103"
"nasal","GSM2789612"
"sperm","GSM3149555"
"sperm","GSM3149573"
"sperm","GSM3149520"
"sperm","GSM2751814"
"sperm","GSM3149530"
"sperm","GSM3149446"
"sperm","GSM2751815"
"sperm","GSM3588018"
"sperm","GSM3149503"
"sperm","GSM2888725"
"sperm","GSM2751824"
"sperm","GSM3149488"
"sperm","GSM3149477"
"sperm","GSM3149475"
"sperm","GSM3149457"
"sperm","GSM3149524"
"sperm","GSM3149574"
"sperm","GSM3149592"
"sperm","GSM3149490"
"sperm","GSM3149473"
"sperm","GSM3588042"
"sperm","GSM3149527"
"sperm","GSM3588043"
"sperm","GSM3149456"
"sperm","GSM3588035"
"sperm","GSM3588072"
"sperm","GSM3149521"
"sperm","GSM3588034"
"sperm","GSM3149517"
"sperm","GSM3149533"
"sperm","GSM3149553"
"sperm","GSM3149576"
"sperm","GSM3149500"
"sperm","GSM3149596"
"sperm","GSM3588062"
"sperm","GSM3588068"
"sperm","GSM3149443"
"sperm","GSM3149567"
"sperm","GSM3149542"
"sperm","GSM3149509"
"sperm","GSM2888724"
"sperm","GSM3588067"
"sperm","GSM3149581"
"sperm","GSM2751789"
"sperm","GSM3149481"
"sperm","GSM3588023"
"sperm","GSM3149516"
"sperm","GSM3149560"
"sperm","GSM3588061"
"sperm","GSM3149493"
"sperm","GSM3588027"
"sperm","GSM3149472"
"sperm","GSM3149535"
"sperm","GSM3149559"
"sperm","GSM3149561"
"sperm","GSM3588037"
"sperm","GSM2751808"
"sperm","GSM3149482"
"sperm","GSM3149468"
"sperm","GSM3149460"
"sperm","GSM3149547"
"sperm","GSM3588063"
"sperm","GSM3149476"
"sperm","GSM3149453"
"sperm","GSM3149515"
"sperm","GSM2751827"
"sperm","GSM3149471"
"sperm","GSM3588050"
"sperm","GSM3588071"
"sperm","GSM3588048"
"sperm","GSM3149534"
"sperm","GSM3149508"
"sperm","GSM3149496"
"sperm","GSM3588047"
"sperm","GSM3588028"
"sperm","GSM3149467"
"sperm","GSM3149585"
"sperm","GSM3149445"
"sperm","GSM3588054"
"sperm","GSM3149588"
"sperm","GSM3149598"
"sperm","GSM2751803"
"sperm","GSM3149485"
"sperm","GSM3149499"
"sperm","GSM3149462"
"sperm","GSM3588069"
"sperm","GSM2751798"
"sperm","GSM3588032"
"sperm","GSM3149554"
"sperm","GSM2751811"
"sperm","GSM3588055"
"sperm","GSM3149597"
"sperm","GSM3149452"
"sperm","GSM3149492"
"sperm","GSM3149486"
"sperm","GSM2751821"
"sperm","GSM3149540"
"sperm","GSM3149590"
"sperm","GSM3149583"
"sperm","GSM3149505"
"sperm","GSM3588066"
"sperm","GSM3588024"
"sperm","GSM3149469"
"sperm","GSM3149455"
"sperm","GSM3149511"
"sperm","GSM2751822"
"sperm","GSM3149569"
"sperm","GSM3149501"
"sperm","GSM3149484"
"sperm","GSM2751823"
"sperm","GSM3149448"
"sperm","GSM2751810"
"sperm","GSM3588029"
"sperm","GSM3149478"
"sperm","GSM3149489"
"sperm","GSM3588039"
"sperm","GSM3149545"
"sperm","GSM3149470"
"sperm","GSM3588052"
"sperm","GSM3149575"
"sperm","GSM3149572"
"sperm","GSM3588040"
"sperm","GSM3588053"
"sperm","GSM3588046"
"sperm","GSM3149549"
"sperm","GSM3149564"
"sperm","GSM2751794"
"sperm","GSM3588073"
"sperm","GSM3149531"
"sperm","GSM3149458"
"sperm","GSM2888722"
"sperm","GSM3588038"
"sperm","GSM3588064"
"sperm","GSM3149529"
"sperm","GSM3588036"
"sperm","GSM3149514"
"sperm","GSM3588019"
"sperm","GSM3149523"
"sperm","GSM3149454"
"sperm","GSM3149512"
"sperm","GSM3588065"
"sperm","GSM2888728"
"sperm","GSM3588060"
"sperm","GSM3149480"
"sperm","GSM2751802"
"sperm","GSM2751790"
"sperm","GSM3149546"
"sperm","GSM3149466"
"sperm","GSM3149570"
"sperm","GSM3149483"
"sperm","GSM3149447"
"sperm","GSM3149591"
"sperm","GSM3149550"
"sperm","GSM3588021"
"sperm","GSM2888730"
"sperm","GSM3588051"
"sperm","GSM3149589"
"sperm","GSM3149465"
"sperm","GSM2888727"
"sperm","GSM3149551"
"sperm","GSM2751793"
"sperm","GSM3588031"
"sperm","GSM3149474"
"sperm","GSM3149587"
"sperm","GSM2888723"
"sperm","GSM3149578"
"sperm","GSM2751829"
"sperm","GSM3149497"
"sperm","GSM3588049"
"sperm","GSM2751783"
"sperm","GSM3149568"
"sperm","GSM3149510"
"sperm","GSM3149537"
"sperm","GSM3149494"
"sperm","GSM3149552"
"sperm","GSM3149586"
"sperm","GSM3149495"
"sperm","GSM2888731"
"sperm","GSM3588033"
"sperm","GSM3149464"
"sperm","GSM3149579"
"sperm","GSM3149451"
"sperm","GSM3149461"
"sperm","GSM3588030"
"sperm","GSM3588044"
"sperm","GSM3149543"
"sperm","GSM3149502"
"sperm","GSM3149444"
"sperm","GSM3149519"
"sperm","GSM3149498"
"sperm","GSM3149539"
"sperm","GSM3149507"
"sperm","GSM3149548"
"sperm","GSM3149541"
"sperm","GSM3588070"
"sperm","GSM3149487"
"sperm","GSM3149558"
"sperm","GSM3149584"
"sperm","GSM3149580"
"sperm","GSM3149557"
"sperm","GSM2751819"
"sperm","GSM2751805"
"sperm","GSM3149577"
"sperm","GSM3149459"
"sperm","GSM3149594"
"sperm","GSM3588057"
"sperm","GSM3149562"
"sperm","GSM3588022"
"sperm","GSM3149479"
"sperm","GSM2751800"
"sperm","GSM3149504"
"sperm","GSM3588056"
"sperm","GSM3149582"
"sperm","GSM3149491"
"sperm","GSM3149536"
"sperm","GSM3149544"
"sperm","GSM2751784"
"sperm","GSM3149595"
"sperm","GSM2888726"
"sperm","GSM2751804"
"sperm","GSM2751792"
"sperm","GSM3149518"
"sperm","GSM3149528"
"sperm","GSM3149571"
"sperm","GSM3149522"
"sperm","GSM3149538"
"sperm","GSM3149506"
"sperm","GSM3149449"
"sperm","GSM3149513"
"sperm","GSM3149463"
"adipose","GSM1505062"
"adipose","GSM1505031"
"adipose","GSM1505051"
"adipose","GSM2781519"
"adipose","GSM3455770"
"adipose","GSM1505058"
"adipose","GSM1505035"
"adipose","GSM1505207"
"adipose","GSM1505169"
"adipose","GSM1505061"
"adipose","GSM1505055"
"adipose","GSM2781515"
"adipose","GSM1505168"
"adipose","GSM1505187"
"adipose","GSM1505189"
"adipose","GSM1505180"
"adipose","GSM1505166"
"adipose","GSM1505185"
"adipose","GSM1505172"
"adipose","GSM1505016"
"adipose","GSM2781541"
"adipose","GSM1505079"
"adipose","GSM1505153"
"adipose","GSM1505167"
"adipose","GSM1505149"
"adipose","GSM1505069"
"adipose","GSM1505148"
"adipose","GSM1505151"
"adipose","GSM1505082"
"adipose","GSM1505056"
"adipose","GSM1505203"
"adipose","GSM1505152"
"adipose","GSM1505032"
"adipose","GSM1505191"
"adipose","GSM1505176"
"adipose","GSM2781501"
"adipose","GSM3455772"
"adipose","GSM1505059"
"adipose","GSM1505182"
"adipose","GSM1505177"
"adipose","GSM1505076"
"adipose","GSM1505196"
"adipose","GSM1505043"
"adipose","GSM1505027"
"adipose","GSM1505019"
"adipose","GSM2781518"
"adipose","GSM1505078"
"adipose","GSM1505178"
"adipose","GSM1505164"
"adipose","GSM1505184"
"adipose","GSM1505050"
"adipose","GSM1505018"
"adipose","GSM1505048"
"adipose","GSM2781506"
"adipose","GSM1505150"
"adipose","GSM1505197"
"adipose","GSM1505204"
"adipose","GSM1505213"
"adipose","GSM1505026"
"adipose","GSM1505192"
"adipose","GSM1505210"
"adipose","GSM2781502"
"adipose","GSM2781512"
"adipose","GSM2781529"
"adipose","GSM1505044"
"adipose","GSM1505072"
"adipose","GSM1505147"
"adipose","GSM1505206"
"adipose","GSM1505060"
"adipose","GSM1505080"
"adipose","GSM1505024"
"adipose","GSM1505075"
"adipose","GSM1505188"
"adipose","GSM2781497"
"adipose","GSM1505049"
"adipose","GSM1505053"
"adipose","GSM1505209"
"adipose","GSM1505064"
"adipose","GSM1505183"
"adipose","GSM1505181"
"adipose","GSM1505022"
"adipose","GSM2781504"
"adipose","GSM2781546"
"adipose","GSM2781526"
"adipose","GSM2781514"
"adipose","GSM1505190"
"adipose","GSM1505173"
"adipose","GSM2781536"
"adipose","GSM1505195"
"adipose","GSM1505174"
"adipose","GSM2781543"
"adipose","GSM1505023"
"adipose","GSM1505034"
"adipose","GSM1505170"
"adipose","GSM1505054"
"adipose","GSM1505038"
"adipose","GSM1505199"
"adipose","GSM1505162"
"adipose","GSM1505161"
"adipose","GSM2781492"
"adipose","GSM2781513"
"adipose","GSM1505057"
"adipose","GSM2781509"
"adipose","GSM1505171"
